Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Scientist (Satellite Data Assimilation),"I.M. Systems Group, Inc.","College Park, MD",2 days ago,10-29-2020,"Familiarity with variational data assimilation.
Future assimilation related developments will leverage and contribute to the Joint Center for Satellite Data…",,https://www.indeed.com/rc/clk?jk=8c00408c024aeddf&fccid=d5645bc65b675703&vjs=3
"Supervisor, Data Scientist",Children's Hospital of Philadelphia,"Philadelphia, PA",8 days ago,10-29-2020,Collaborates with clinical and biomedical researchers to identify data science research questions in clinical and translational research.,,https://www.indeed.com/rc/clk?jk=3ee3a820176b8924&fccid=af97857db3a698b1&vjs=3
Data Analyst III (Healthcare Analytics),Centene Corporation,"Clayton, MO",5 days ago,10-29-2020,"Experience in fraud/waste/abuse identification and investigation, provider billing, or clinical coding preferred; Experience with data mining, machine learning,…",,https://www.indeed.com/rc/clk?jk=158af869500d277e&fccid=5ece327da33e0274&vjs=3
Data Scientist - TS/SCI w/ Poly Required,General Dynamics,"McLean, VA",Today,10-29-2020,"The Data Scientist will develop algorithms, write scripts, build predictive analytics, use automation, apply machine learning and use the right combination of…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CA1BF1uV5NTSgZPFUb71OePktNXA0y4N44ecUliCBagNTCjOC6QziAMmrMzHrULZ03Q9NbDeiULV-4fLB5t3hLkvVK2wg1WxYJr8rlyghx-RwNbchUf_SAqfCS-NR2-dPJgBsdVfPrKXonNY-y1aCpwjVFxgHkExoOpkqCImL4HgWiYMziUP4mZbjZ_vQ3EAWKClSB9hqWC-mj3cH9GgdwTnWea2zvoJZLwaZAahQN_J3XNoxPfJsc9hoFt8TKOEzU5CrUMGgF8XzG-3E_JVU76Y9FC5wmwNaEhSHc8FDpncN6yEU8v8vqyY_JWi7rENwTTGhi1geOcLukb31OPYfGwRmEydDqNWlU_tpjDf_I-c7Ilenu9c5pFRdN9spI-kSyVkjEgiQxeP60uEUzt7pxheguU5NpCp_eEpgTWK37DToDgbYtVvfiIx1tsVXjGTenC7cqSKWHR0lCycW38XerCLsJlPKIyowAEE1jkIgDsEokj99RaneCHo3YDkmtg9GMGuXSGPr0KHo1HofZQior0bKSQpZ0uHBy2cmUZglXEyVFMuQxRt-1boYh11I-KYAkGyts2bl8u9DUthmUGVV8bUy0Z0dtkd7o0InaZJfTTv16IeG3O2bSdvq26097FiG15jRyKO8DaXKE-d93p6KLUcOxmSxIh43T5zRpHVAw8rTZd5lxL7ebqTVFq0ru9gdmNEfSCncEkX39ldNAhmd1Js3lFaDz8xLXcjITWDMe1BTbeKQn2FqfuVcHyz59rXhSr_fzH1Klmr3lmdX6rqjew5M-g1ItAyQuwyA2xkqgNN0D_sKSjHD-hXimS6iQZO5oMrGVoSiOEj944yrOu-y5kNDfq5acV_1vDO_NLdiVT0ANOY8RNIYvXJf_YYHmPfXoLf7nvK-kjXWE9KyQ9I19uIkE7ZpdVT5vjW-i64G3o6NMOTQD0qHDghXbXiLkoT36ej8-_Yff5xXhCRi3QrnJtyxYM_NCmPgCtlLtIWy0MZBp8i3y3wVF-I-gD5yhamOhUY9guMk6Ll7h9RBk9xhHV8Vvel9DrB4v4dw3AiiQ4VJeGH33QulGKW57fGTdgw2rmdvMO7dz8O26AQpQy3_vIkaQg7Eiz4Lo41RjAqouCTwMGNYXRlnXOu29lZjWMoAwrUEQQ7I--ayL3KRMCHfUhXo4PTjmfh0svgKPoTI8aBhg7SiSl5BScyEk2IQwzzJ0iix8Zvo-tw==&p=11&fvj=0&vjs=3
Senior Data Analyst,Trane Technologies,"Minneapolis, MN",Just posted,10-29-2020,"Assess stakeholder needs, translate business problems to analytics objectives then manage projects that deliver measurable business results through insight.",,https://www.indeed.com/rc/clk?jk=e332c77e639845bd&fccid=64739a8388b4fcb0&vjs=3
Machine Learning Engineer - Discovery,Twitter,"New York, NY",14 days ago,10-29-2020,"We realize this goal involves work in areas such as machine learning, applied data science, recommendation systems, and information retrieval systems.",,https://www.indeed.com/rc/clk?jk=14d6693d03cd1d67&fccid=7a3824693ee1074b&vjs=3
Sr. Data Analyst,ASRC Federal Holding Company,"Chicago, IL",13 days ago,10-29-2020,"Design and implement data integrations.
ASCR Federal partnered with Argonne are seeking a consultant with expertise in relational data analysis, structured…",,https://www.indeed.com/rc/clk?jk=fb1bfa03a2edb288&fccid=adbb342bd2008a4b&vjs=3
Senior Data Analyst,EverQuote,Massachusetts,10 days ago,10-29-2020,You are comfortable working directly with other analysts and data scientists to build new data sets to power machine learning and other advanced analytics…,,https://www.indeed.com/rc/clk?jk=8971515729f826f7&fccid=0d8e9f59c97d9b3d&vjs=3
Sr. AI / Knowledge Scientist,CureMatch,"San Diego, CA",1 day ago,10-29-2020,"Must be able to communicate effectively with other scientists and engineers.
Experience in modern statistical machine-learning techniques.",,https://www.indeed.com/rc/clk?jk=49b0817a4b7ae283&fccid=83f6f1480c7a4af0&vjs=3
"Director, Data Science Advanced Analytics",Johnson & Johnson Family of Companies,"Cambridge, MA",1 day ago,10-29-2020,"Mentor the data scientists and advocate the novel data science methodology.
Build and lead a robust team of data scientists, helping to improve their skills,…",,https://www.indeed.com/rc/clk?jk=b38e2a30c6dba484&fccid=0bed8e17bc113980&vjs=3
Senior Data Science Analyst,Discover Financial Services,"Riverwoods, IL",Today,10-29-2020,"Responsible for solving business problems by leveraging techniques such as segmentation, optimization, advanced analytics and machine learning.",,https://www.indeed.com/rc/clk?jk=63679808c7cc325c&fccid=6ce7e0d9f67a9961&vjs=3
GBSD Staff Data Scientist Lead,Northrop Grumman,"Roy, UT",1 day ago,10-29-2020,"Data analytics and visualization, statistics.
Provide cost and data analysis and guidance to high level requirements for project teams.",,https://www.indeed.com/rc/clk?jk=bbddadfe463c5141&fccid=11619ce0d3c2c733&vjs=3
Senior Data Analyst,Premier Inc.,Remote,5 days ago,10-29-2020,This position leads and/or completes analytics projects or analytics processes to achieve objectives; provides analytics skills and insights and competence;…,,https://www.indeed.com/rc/clk?jk=48a8182d23aeb7cf&fccid=11802080879afc60&vjs=3
IDI Senior Data Scientist,ITA International,"Washington, DC",2 days ago,10-29-2020,"10+ years of relevant data science experience.
They utilize statistical techniques to analyze and extract relevant information from large amounts of data in…",,https://www.indeed.com/rc/clk?jk=73729a8cf71b39d9&fccid=e34265c77978edfc&vjs=3
"Manager, Data Science",Capital One - US,"McLean, VA",Today,10-29-2020,"Bachelor’s Degree plus 6 years of experience in data analytics, or Master’s Degree plus 4 years of experience in data analytics, or PhD plus 1 year of…",,https://www.indeed.com/rc/clk?jk=9fbd4f7b97c11fce&fccid=b85c5070c3d3d8c8&vjs=3
Sr. Data Analyst,ASRC Federal Holding Company,"Chicago, IL",10 days ago,10-29-2020,Updates to multiple data management practices through system enhancements and process improvement projects as an integrated member of the project team.,,https://www.indeed.com/rc/clk?jk=4aefa720ea9eb6d8&fccid=adbb342bd2008a4b&vjs=3
Statistical Analyst,Intalytics,"Irving, TX",14 days ago,10-29-2020,"Data Analysis: Derive insights and build solutions using a variety of data sources.
Solicit input from project stakeholders.
Master’s degree is a plus.",,https://www.indeed.com/company/1949/jobs/Statistical-Analyst-efddbcf34c8f48c4?fccid=61507a97e5b15781&vjs=3
"Principal ""Cognitive"" Data Scientist (JoinOCI)",Oracle,"Seattle, WA",12 days ago,10-29-2020,"8+ years of applying machine learning for solving real-world problems in industry.
Build the necessary tooling for data acquisition, data cleaning, data…",,https://www.indeed.com/rc/clk?jk=347d340e02c8330e&fccid=cd22d01053af7669&vjs=3
Sr. Business/Data Analyst - Inventory Reporting,Zimmer Biomet,Remote,8 days ago,10-29-2020,Demonstrated knowledge of information systems and technologies / data warehousing / reporting systems to efficiently manage source data and extract for…,,https://www.indeed.com/rc/clk?jk=33893a1059c2dcbb&fccid=04c0874d52fb093c&vjs=3
Software Developer - DATA GOVERNANCE / MASTER DATA,Capgemini,"Chicago, IL",1 day ago,10-29-2020,"2 full MuleSoft development life cycle project experience Provide architecture analysis, build and test MuleSoft integrations.",,https://www.indeed.com/rc/clk?jk=7e121b20f89f7853&fccid=105ecfd0283f415f&vjs=3
Precision Technology Data Management Associate - Animal Science - Res,University of Tennessee,"Knoxville, TN",1 day ago,10-29-2020,"Ability to understand and utilize sensors related to animal health and monitoring.
Ability to understand and utilize sensors related to animal health and…",,https://www.indeed.com/rc/clk?jk=900ef49982aacec9&fccid=a2b8a561fdc0c8d9&vjs=3
Machine Learning Scientist - Amazon Advertising,Amazon.com Services LLC,"Boulder, CO",2 days ago,10-29-2020,"In this role, you will work with scientists, engineers, and product managers on high impact initiatives in Amazon’s Display Advertising.",,https://www.indeed.com/rc/clk?jk=39cd475a71d756e4&fccid=fe2d21eef233e94a&vjs=3
Data Engineer,WEX Inc.,"South Portland, ME",14 days ago,10-29-2020,Team with Operations to ensure data is structured to provide necessary insights and controls to Operationalize Data Transformation projects.,,https://www.indeed.com/rc/clk?jk=325e7c2f9fb07a07&fccid=c9538b927313f8e0&vjs=3
Data Science Manager,Radio Systems Corporation,"Knoxville, TN",2 days ago,10-29-2020,"Stay current and understand the opportunities and implications of developments across the data space including data architectures, machine learning frameworks,…",,https://www.indeed.com/rc/clk?jk=ade1e1c29a6b260d&fccid=8a56a08dae63d785&vjs=3
"Applied Machine Learning Scientist, Retail Pricing",Amazon.com Services LLC,"Seattle, WA",1 day ago,10-29-2020,"Proven track record in technically leading and mentoring interns or junior scientists.
Work with data and software engineers to define and capture the required…",,https://www.indeed.com/rc/clk?jk=b9873b2aa96fe110&fccid=fe2d21eef233e94a&vjs=3
Associate Data Review Scientist: Viral Safety,Eurofins Central Laboratory,"Lancaster, PA",14 days ago,10-29-2020,"Strong computer, scientific, and organizational skills.
Ensure that the client receives quality data by reviewing laboratory data for accuracy, clarity, and…",,https://www.indeed.com/rc/clk?jk=13cafd59a3990b59&fccid=da33f48dbeb2e889&vjs=3
Statistical Analyst,Omnicom Health Group,"Doylestown, PA",6 days ago,10-29-2020,"Plan and manage own resource levels for timely project completion.
Design analytical outputs that are user-friendly for project teams or professionally polished…",,https://www.indeed.com/rc/clk?jk=d54a658ba32b380d&fccid=3a58a6877f80f179&vjs=3
Principal Data Scientist (JoinOCI),Oracle,United States,13 days ago,10-29-2020,"We offer unique opportunities for smart, hands-on data scientists with the expertise and passion to solve difficult security problems in distributed highly…",,https://www.indeed.com/rc/clk?jk=d67e181f7ed7c433&fccid=cd22d01053af7669&vjs=3
Sr. Business/Data Analyst - Inventory Reporting,Zimmer Biomet,Remote,8 days ago,10-29-2020,Demonstrated knowledge of information systems and technologies / data warehousing / reporting systems to efficiently manage source data and extract for…,,https://www.indeed.com/rc/clk?jk=33893a1059c2dcbb&fccid=04c0874d52fb093c&vjs=3
Data Scientist - Permanent - London,Lorien,"Caledonia, WI",1 day ago,10-29-2020,"Co-operate with cross-functional teams of data scientists, user researchers, product managers, designers and engineers.",,https://www.indeed.com/rc/clk?jk=187fef4c01143a5b&fccid=54a2e021090a2250&vjs=3
Satellite Ground and Data Infrastructure Scientist,Los Alamos National Laboratory,"Los Alamos, NM",7 days ago,10-29-2020,"The Space Data Science & Systems Group (ISR-3) is seeking a highly motivated individual with expertise and experience in system architecture, system…","$110,400 a year",https://www.indeed.com/rc/clk?jk=236908b63e1ccfb7&fccid=58c52d580682c6ce&vjs=3
"Data Science and Artificial Intelligence Lead, North America",Sandoz,"Princeton, NJ",10 days ago,10-29-2020,"Use deep technical expertise to manage significant projects, and proactively evaluate the need for technology and novel scientific software, visualization tools…",,https://www.indeed.com/rc/clk?jk=6cd3e83b4e0f1882&fccid=0e04d23687478ad9&vjs=3
Sr Clinical Data Analyst- Rainbow Quality-Full time- Cleveland,University Hospitals,"Cleveland, OH",5 days ago,10-29-2020,"The Senior Clinical Data Analyst is a subject-matter specialist with an in-depth understanding of data structure, clinical data systems, and the analysis of…",,https://www.indeed.com/rc/clk?jk=8aab9b177303c0b9&fccid=2e622ab2e5161bd7&vjs=3
Data Scientist Principal,Via,"New York, NY",13 days ago,10-29-2020,"Train and mentor data analysis and scientists, assist in their professional growth and develop the analytic ecosystem in teams across the company.",,https://www.indeed.com/rc/clk?jk=a3d6ebae0c4a23c2&fccid=d0df028d3d8167eb&vjs=3
Data Scientist III - Clinical Product Support,Thermo Fisher Scientific,"South San Francisco, CA",9 days ago,10-29-2020,You will be contributing and building teams of scientists to developing processes and mechanisms that facilitate continual improvement of our products and…,,https://www.indeed.com/rc/clk?jk=8c6859be7ca494ab&fccid=126e3afd205caa95&vjs=3
Machine Learning 2021 Internship,Motorola Solutions,"Chicago, IL",10 days ago,10-29-2020,"Perform feature engineering activities common to machine learning.
Design, implement and support machine learning algorithms.",,https://www.indeed.com/rc/clk?jk=5d33bc1c596a32e1&fccid=22ec6ef3cc441ac2&vjs=3
Data Engineer,ProVantage Corporate Solutions,"Raleigh, NC",8 days ago,10-29-2020,"Design and consult on a big data project for our new product.
The ideal candidate is comfortable with a mixed role that encompasses multiple facets of the data…",,https://www.indeed.com/rc/clk?jk=4711c158d5ca78b6&fccid=529c39733d0ac700&vjs=3
Sr Clinical Data Analyst- Rainbow Quality-Full time- Cleveland,University Hospitals,"Cleveland, OH",5 days ago,10-29-2020,"The Senior Clinical Data Analyst is a subject-matter specialist with an in-depth understanding of data structure, clinical data systems, and the analysis of…",,https://www.indeed.com/rc/clk?jk=8aab9b177303c0b9&fccid=2e622ab2e5161bd7&vjs=3
Data Scientist Principal,Via,"New York, NY",13 days ago,10-29-2020,"Train and mentor data analysis and scientists, assist in their professional growth and develop the analytic ecosystem in teams across the company.",,https://www.indeed.com/rc/clk?jk=a3d6ebae0c4a23c2&fccid=d0df028d3d8167eb&vjs=3
Data Scientist III - Clinical Product Support,Thermo Fisher Scientific,"South San Francisco, CA",9 days ago,10-29-2020,You will be contributing and building teams of scientists to developing processes and mechanisms that facilitate continual improvement of our products and…,,https://www.indeed.com/rc/clk?jk=8c6859be7ca494ab&fccid=126e3afd205caa95&vjs=3
Machine Learning 2021 Internship,Motorola Solutions,"Chicago, IL",10 days ago,10-29-2020,"Perform feature engineering activities common to machine learning.
Design, implement and support machine learning algorithms.",,https://www.indeed.com/rc/clk?jk=5d33bc1c596a32e1&fccid=22ec6ef3cc441ac2&vjs=3
Machine Learning Engineer,Mythical Games,"Los Angeles, CA",12 days ago,10-29-2020,"Utilize natural language processing to uncover insights from contextual data.
Build machine learning systems to understand the secondary marketplace eCommerce…",,https://www.indeed.com/rc/clk?jk=a042e83383b221c5&fccid=79fb05417322f0aa&vjs=3
Mathematician,ManTech International Corporation,"Hill AFB, UT",7 days ago,10-29-2020,"Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer.
PHD + 1 year of experience.",,https://www.indeed.com/rc/clk?jk=ded1ee8d92c04d0b&fccid=578fa8376f4eec04&vjs=3
Data Science Senior Consultant,Capgemini,"Chicago, IL",6 days ago,10-29-2020,"You are responsible for data related activities such as data extraction, profiling, cleansing, de-duplication, standardization, conversion, transformation and…",,https://www.indeed.com/rc/clk?jk=12c379bfc9092842&fccid=105ecfd0283f415f&vjs=3
Data Scientist (Mid-Level) - 100% Remote Available,USAA,"Adkins, TX",2 days ago,10-29-2020,"Uses advanced techniques that integrate traditional and non-traditional datasets and method to enable analytical solutions; Applies predictive analytics,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGcbK3c3BDjLNcOK8Za0Oi97dkBqU7f61JR5AAshPbLWRa357Llp1x1ErT18A7a4iVyMHt9yIRHYL9Zw1YchfmpB-aM41LpHlOykCi0hb8zb9EOJykVEMewm3LZY-QmEkOfW5NvkIRubiYoeTSucjErssGn8UjDQx_aD5Bf1hLfNcIl2Hn0kplsKXEdgYjWYdo3x0rzC33-hVMVYXgrAjJErJNy8XVG0asHWGdE-DKtpqn6Sth7GYvs5l_8JGikgIn-ysS-AB_JObRsC_WL8aR_93bvClMru208Lut-vna9Fs9giCON4AORNMFcyKqAXxKB45-Q7N05ffND3q6-3NPYLA==&p=7&fvj=0&vjs=3
Business Data Analyst Senior,Arizona Public Service,"Phoenix, AZ",5 days ago,10-29-2020,"The Business Data Analyst Senior is responsible for delivering data management capabilities and initiatives including data usage, data quality, data governance,…",,https://www.indeed.com/rc/clk?jk=c66f0df375dd2949&fccid=bd64c5760ae4f77c&vjs=3
Data Scientist,Thomson Reuters,"McLean, VA",13 days ago,10-29-2020,"Explores existing data for insights and recommends additional sources of data for improvement.
The Data Scientist will be responsible for managing,…",,https://www.indeed.com/rc/clk?jk=605864b65aa62cbe&fccid=f4c6ed63cbcfdc0d&vjs=3
Associate Data Review Scientist: Viral Safety,Eurofins USA BioPharma Services,"Lancaster, PA",14 days ago,10-29-2020,"Strong computer, scientific, and organizational skills.
Ensure that the client receives quality data by reviewing laboratory data for accuracy, clarity, and…",,https://www.indeed.com/rc/clk?jk=9565187bd7210466&fccid=544c08d5449ce28b&vjs=3
"Data Engineer, London, up to £80,000, Machine Learning, Python, NLP, F",Norton Blake,"Caledonia, WI",5 days ago,10-29-2020,"Any insight experience is a benefit - data mining and visualisation, power bi, r, python.
The data team is responsible for the management of the data assets and…",,https://www.indeed.com/rc/clk?jk=1e1edcbaf52885e9&fccid=35af8410bf0dcac5&vjs=3
Sr Strategic Data Analyst,Healthfirst,"Lake Mary, FL",10 days ago,10-29-2020,Develop repeatable analytics aimed at department and Executive Leadership that provide insights into the health and performance of the department.,,https://www.indeed.com/rc/clk?jk=5c75077320f88ae4&fccid=33b2d0072564c18e&vjs=3
Senior Data Analyst,Health Current,"Phoenix, AZ",14 days ago,10-29-2020,"Lead and support external customers in data analysis and reporting activities, this includes measurement validation and in-depth analysis for publicly reported…",,https://www.indeed.com/rc/clk?jk=1db1b843f6b534b1&fccid=65114dfff192f6d4&vjs=3
Associate Data Scientist,Genworth,"Richmond, VA",Today,10-29-2020,"Identify business opportunities and provide recommendations for changes to processes based on trends and data analysis, applying knowledge of claims strategy,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DveHtaohNZTTr4NJ6iQ6LvBAugsddynFItxJfHbw6F-O3gQvnLG9-eGsy0TvdastTsqy7RzwQfhJGQ8fk6UUVgZviSvuJjTopv--I3sAYQy-W6Z7iq2Of_4n4JKWDBlPuAeDCL0uqCFAyBF9gP9eKH0dyR2k2pP6LbU4upH7fixqLMCwptHwEumsgWA3TLnyuxDVRu84M4z00XKILWopC8HfMC4FJlToy9TL4HAIGg9Rnz9d0njyoCSy1R-soyyZlTUmMSJkNhMfBqY0Qi8qi8tyFwafMnmHBg7AjMza32nosZxLskqRR0QhpBr-7ot1RejW-CgdwX77jfY5_n4tC-9vh3p0V_5WOSK9peld_Dkmug--gAOvxVDaj3DAZCMMzvH1CVeHrMStX8PvYNbGkscllyowtXa1WD2XXFT7cQN3rZ6A_V6_EgGnWBAwNvRxuBSc2n1QdjCRPBz3wDo49FbO5ypze1ZsZm1CZp_1D3HSdH7zLXrGx71nnyopbdf94=&p=14&fvj=0&vjs=3
Data Scientist - Biosensor Algorithms,Biofourmis,"Boston, MA",5 days ago,10-29-2020,Develop end-to-end digital signal processing & machine learning algorithms and data analytic solutions in Matlab or Python languages applied for complex…,,https://www.indeed.com/rc/clk?jk=192c92e0d5696f86&fccid=b10fb0856fb9d393&vjs=3
Bootcamp 33 - Data Science in Financial Services Bootcamp,Prospect 33,"New York, NY",13 days ago,10-29-2020,"Our clients are looking for Data Scientists with deep domain experience to reinvent the way banks handle, manage, model, and analyze their data.",,https://www.indeed.com/rc/clk?jk=32a60c9c42963a3f&fccid=d064f91b8359ae4d&vjs=3
Data Engineer- Spark/Scala,Cognizant Technology Solutions,"Plano, TX",10 days ago,10-29-2020,"Create data tools for analytics and data scientist team members that assist them in building.
Build analytics tools that utilize the data pipeline to provide…",,https://www.indeed.com/rc/clk?jk=090a4cb6476738c9&fccid=2df6a1e69a70a1e7&vjs=3
"Director, Data & Analytics Delivery",CNA Insurance,"Chicago, IL",6 days ago,10-29-2020,"Expert in leading data & analytics solution delivery teams, coupled with deep understanding of the complexity of productizing data & analytics solutions.",,https://www.indeed.com/rc/clk?jk=a56b82000c3dbe70&fccid=811f2cdeeb2808d9&vjs=3
Data Scientist Lead (Contract to Hire),CO-OP Financial Services,"Alpharetta, GA",5 days ago,10-29-2020,"The Data Scientist Lead applies data mining techniques, mathematical and statistical analysis, and machine learning algorithms to large data sets in order to…",,https://www.indeed.com/rc/clk?jk=38f7fcc02a63ffd8&fccid=085fae7e48252893&vjs=3
"AI/ML - Data Infrastructure Stream Processing Engineer, Siri Search & Knowledge Platform",Apple,"Seattle, WA",1 day ago,10-29-2020,You will be responsible for designing and building the batch processing platform to empower data analytics and machine learning of worldwide Siri events.,,https://www.indeed.com/rc/clk?jk=fd65203c28bedfc4&fccid=c1099851e9794854&vjs=3
Senior Data Scientist - Risk,PayJoy,"San Francisco, CA",5 days ago,10-29-2020,Construct data features to feed into the models you will build by developing and using our data feature service solution.,"$160,000 a year",https://www.indeed.com/rc/clk?jk=2167574609f56e3b&fccid=849a1e065e8b13ea&vjs=3
Statistical Analyst,"Boulder County, CO","Boulder County, CO",14 days ago,10-29-2020,"These activities could fall in the areas of data governance, business intelligence, reporting, data warehouse, big data, data visualization and analytics.","$65,280 - $93,996 a year",https://www.indeed.com/rc/clk?jk=fddb87c9c2887498&fccid=57f8fde8d2b7342a&vjs=3
"Integrative Data Analytics Intern - 3 Month (Woodland, CA)",Corteva Agriscience,"Woodland, CA",6 days ago,10-29-2020,The intern should be familiar with traditional machine learning and deep learning-based approaches for data analytics.,,https://www.indeed.com/rc/clk?jk=cbe8c4c1f0e1d485&fccid=d2536e400fa1f147&vjs=3
Intern - Data Scientist- Summer 2021,Lumen,"Broomfield, CO",6 days ago,10-29-2020,"Conduct exploratory data analysis on relevant data sets.
Analytical thinking – spot trends and anomalies within statistical data, to include using reporting and…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGKj2dVRoMy2japSZrYRM8IJNi6D13enLCCRY5KIhxiqcZMFHRX0CSOkwePxupsTd0NMoDa0TpBhjuBe_md2YL7vBrUnaw6B4Fuid2bIGFu7sqO2uej81Z51CZDj7t4q2zR7hSuhp6hTx-CSeBoqgVOPp1J25LxbYLP2wraKoeUOAQRqEIlrxDSOkauW8EnJlfAjIWeFgUBmmxBH8E-C3VkTHh-UASZHUCfjifkDAl7uQazldZBHFmdKYIyaktk_ctlY5pmZ-lrm3dU34-6ZEs57dGWe7Ln_QtczytP_-NtzWZXKDM8wtFxQ1Gti5e_O__KEasjCU1ev9WP0cvLY6KCnaIzbH-abWKJ-OepsidgSeOwg9cOCIvNRylpMaBqFD33qPx7q0G5WjKDRjT9RDsWs4kiXjspNoiBObgd_oYhi8rlyVWWizYA3nvmXhZnpPqCgV1syD3I49pP8OdoZ1ylk8gdtPypHwnBxarwVOMR88EfyRPnEd90kFuo-tlYrZuuLT0-m8EEU1Kvl8I5AODZXHWoQqPVwwLrjyDxe0exqdyD7o-iCplU-Zctw45sJLwsULH81VRX6Y39LXYJpVXd2ISyfBUzDpFPuNrjxs61dibh31zTiEVXBnpn0ObG-afIioSSdf_SczL7xlfXe0cVp8CWUDNkIb1WEolCRdEWdENuuxtEWbXqgVxGhlAwJwLRE5WnKU6rhnNMaHPgSIF1t5Z9ZBV24sMUCoBRFsSCcHkyqp8ZntRxCTTKu9qQ0FTjATnlVxoJLCXNXntEEZ9BZKhCJes0WM3gtbL1FthoTRF0w0dzIBB87e6xq1xvKarXSGxw069ZjFvRtWoFXUFTKJvYko7RgFnguS7CwWS11sY26PUQR5sh4H9h32h8BClRY6XXhrffnxMgHzyekk_kA6DHRMBLozfJ2T5Bgf3Bf98yhTIH3x0s5pETx0jbsqlpcTJgL4tN4pdE5iU1Bru8ITaRWK_UGcJv6x7BpIlzp2GDoSJNIhfG3uwDmoy9UweaA_Omn1Y3z_pTjIpJdHQZ1Z47YN9irNfcethLGNNdGgSKAg_M1DnTXZCfY6vd7YfPNe02Alhzi6wQdQezUWBFLZMPwhA0JCsBcD6S03e1P0W0FDkUq9tmo70epn9Ww6P8J6K1kMmXw==&p=9&fvj=0&vjs=3
AI/ML - Annotation Quality Analyst - Japanese language,Apple,"Austin, TX",3 days ago,10-29-2020,"Effective time management, including the ability to organize, prioritize and manage a heavy workload independently while achieving exceptional quality in a…",,https://www.indeed.com/rc/clk?jk=f4e87ecf26a34a9a&fccid=c1099851e9794854&vjs=3
Data Science Consultant,"Data-Core System, Inc.","Philadelphia, PA",2 days ago,10-29-2020,"Knowledge of statistical techniques, data mining, predictive modeling/machine learning (regression, decision trees, clustering, random forests, generalized…",,https://www.indeed.com/rc/clk?jk=cd601af20c6b28bf&fccid=6cff958fb756cd94&vjs=3
Data Scientist - 100% remote,Calance US,"Denver, CO",8 days ago,10-29-2020,The Data Scientist will co-develop advanced AI/ML and statistical models with a team of resident data scientists.,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUxI4io42tSS62xnL00SrXi2yJmCzdJxEKcpG7rurhbzpNshOm01i5Hyxrkc5KKkSnINuuGb8dwkqYjg0DR6YIZCa2iUOF2w7CiM6BajM3v3a9d3uXPlDE2rTvkVx5OQ4Ezhc_8h7IEgmClsp7LwANbcChLOCs0ejXOQmnb2o_mexUMy65z0rB2SRg8KzZYnvG-wu8wknO0m_49OBrWKAiR45ikClVVeRW20wugBSa4PfKpI_cIuNgIdQjw4FG6UcOBOb_yjGdIzKzeKw80omO-LQ26CHesRyuZuDmeqfu-D_Yd1_yIux0A0x2DJBJg_j0C6XcheHslOQDMI3CbAvqxiVuTzQWZSmJaemedjuIepIFDbKy30Nkd8eErr5ChvwZj94yg__0ObsEgfO9nn0nC1zm8qCWyYWB7wOWSTkdwfUQg6LRa_CDVSK5gXw7a3OxJ8gd7qVLGX13FXeZwAdw2YhiHw5kDjsGMXFfCDMNhfWR-I2eUqGZpASOqkme3J-0hk89aUt6qDU0wSrDOpK5mwXHqxCVyEec22MG2S54oV-U-xq2ydz1XM0yMksH3ugTNs-eoLfa7L1Xg5hsOIlN7BTkfJKEmm1J_sQL0bw8vUcoKjts_yew6sjVqvkaZNjfu5ak7pHCDA==&p=12&fvj=0&vjs=3
"Consultant, Statistical Programming",Odonate Therapeutics,California,6 days ago,10-29-2020,"Code complex SAS programs for applications designed to analyze and report complex clinical trial data, as well as for electronic review, exchange,…",,https://www.indeed.com/rc/clk?jk=98a2066f92d35e01&fccid=057d6842d938c6cd&vjs=3
Computer Science: Data Analyst Intern (Summer 2021),SPX,"East Stroudsburg, PA",1 day ago,10-29-2020,"Develop computer programs to help manipulate data for use.
Assist the Engineering department in successfully achieving manufacturing goals and contribute to…",,https://www.indeed.com/rc/clk?jk=cf46874ff0461507&fccid=95ac976aef7bad06&vjs=3
Mathematician,ManTech International Corporation,"Hill AFB, UT",7 days ago,10-29-2020,"Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer.
PHD + 1 year of experience.",,https://www.indeed.com/rc/clk?jk=ded1ee8d92c04d0b&fccid=578fa8376f4eec04&vjs=3
Senior Data Scientist - Risk,PayJoy,"San Francisco, CA",5 days ago,10-29-2020,Construct data features to feed into the models you will build by developing and using our data feature service solution.,"$160,000 a year",https://www.indeed.com/rc/clk?jk=2167574609f56e3b&fccid=849a1e065e8b13ea&vjs=3
