Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Sr. Data Scientist,Amazon.com Services LLC,"Arlington, VA",2 days ago,10-29-2020,"Data Scientists also continuously learn new systems, tools, and industry best practices to analyze big data and enhance our analytics.",,https://www.indeed.com/rc/clk?jk=d36674e70d91e669&fccid=fe2d21eef233e94a&vjs=3
Senior Data Scientist/Analyst,"Blue Compass, LLC","Springfield, VA",8 days ago,10-29-2020,"Ability to visualize data with aid of data visualization tools such as Tableau.
Blue Clarity (formerly Blue Compass, LLC) blends strategy and analytics with…","$90,000 - $150,000 a year",https://www.indeed.com/company/Blue-Clarity/jobs/Senior-Data-Scientist-Analyst-c54f0b6723f6065b?fccid=dfc518a50cee4d96&vjs=3
Data Scientist,Zenetex LLC,"Patuxent River, MD",13 days ago,10-29-2020,"Utilize state-of-the art machine learning and statistical algorithms to solve complex problems.
Manipulate and analyze large data sets (10 GB and bigger)…",,https://www.indeed.com/rc/clk?jk=290f356933e4278d&fccid=c36398194ccf9716&vjs=3
DOD Data Scientist/Engineer - Junior,Guidehouse,"Patuxent River Estates, MD",Today,10-29-2020,"Experience with data engineering and data security practices.
The individual will support the NAVAIR Digital Group in establishing practical and applied data…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8hpRmgdQfv5v_DsHVVK6mkTpqzrnrkizN5o226WpDIoPqANUGDu7YqdBUXbqUhqpVzZt0bafnv3ESq7Dw0HRcapS8bDinBRtHvnR9uTprA6soZSZJL7ZsmpOLPUbm4Dl5L9LInDcSXPT2s-gENCiPGNfiDoPqMkwNB3IdUhMHcoyLy80p_PoaNuZsq4q7_Yc7fTfSb1LqMK3yI_xm_5A39yzNciuO4DeOgKa2bW1Wv1QRCJSZfIMqjXNj7NJNx8mXiTBYrdY9XktS4-C1Fu9OObe8-nl2oR-urrwL2ORMI2_tx2BdeA8DdSy4dV9mFQ2SFlqPO7q78sbeN1dRiQ60JA==&p=0&fvj=0&vjs=3
"Data Scientist-Janssen Research & Development, LLC",Johnson & Johnson Family of Companies,"San Diego, CA",Today,10-29-2020,"Education or experience must include: 1) Experience with large datasets, understanding of data analysis workflows, and knowledge of query languages such as SQL;…",,https://www.indeed.com/rc/clk?jk=f0b9c9028905f7f6&fccid=0bed8e17bc113980&vjs=3
Public Health Data Scientist,State of New Mexico,"Santa Fe, NM",6 days ago,10-29-2020,"A broad knowledge is desired of computer systems, cloud technology, and statistical and machine learning applications, to apply available modeling and machine…","$47,510 - $82,667 a year",https://www.indeed.com/rc/clk?jk=afba863aafd53f21&fccid=09ed896583ff5570&vjs=3
Senior Associate Data Scientist,Amgen,"Thousand Oaks, CA",3 days ago,10-29-2020,"Associate degree and 6 years of data science, business, statistics, data mining, applied mathematics, business analytics, engineering, computer science or…",,https://www.indeed.com/rc/clk?jk=87d35491916c7039&fccid=ec34037a9c92d805&vjs=3
Data Scientist Consultant,Thrivent,"Minneapolis, MN",Just posted,10-29-2020,"Experience creating complex solutions using statistical computer languages (R, Python, SAS, etc.) to manipulate data and draw insights from large data sets.",,https://www.indeed.com/rc/clk?jk=bfeac73bf1537361&fccid=c40fae22b6a11e7d&vjs=3
Genomics Data Scientist,Bayer,"Woodland, CA",12 days ago,10-29-2020,Apply specialized bioinformatics expertise to gain insights from complex plant genomic data and accelerate our efforts on building analytics driven breeding…,,https://www.indeed.com/rc/clk?jk=bc9cf4cc1c7d90da&fccid=e08122e0e993cc32&vjs=3
"Associate, Data Sciences",Wavemaker,"San Francisco, CA",9 days ago,10-29-2020,"Internship in data management or data analytics field preferred.
Thrives in a fast pace, constantly changing environment; can adapt plans due to changes in…",,https://www.indeed.com/rc/clk?jk=4bfe2603c42715c6&fccid=1b23d3e7f51d9d58&vjs=3
Data Scientist - FBA Products,Amazon.com Services LLC,California,6 days ago,10-29-2020,"A successful candidate will have strong quantitative, data mining, statistical modeling, machine learning skills and is comfortable facilitating ideation and…",,https://www.indeed.com/rc/clk?jk=5423647c1b5458a0&fccid=fe2d21eef233e94a&vjs=3
Data Scientist Computer Vision,Bayer,United States,12 days ago,10-29-2020,Strong background as a data scientist within depth subject matter expertise in at least one area of remote sensing or agronomy.,,https://www.indeed.com/rc/clk?jk=83d5054248d56415&fccid=e08122e0e993cc32&vjs=3
Data Scientist,Black Knight,"Philadelphia, PA",13 days ago,10-29-2020,"Responsible for using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms…",,https://www.indeed.com/rc/clk?jk=9d802ab9ba0aad8a&fccid=87a96713f062f207&vjs=3
Data Science Analyst,Gateway,"Indianapolis, IN",5 days ago,10-29-2020,Leverages strong communication and people skills to work closely with subject matter experts in various departments to support internal and external reporting…,,https://www.indeed.com/rc/clk?jk=f8d354aa6860e927&fccid=6cdebd3a6977c60b&vjs=3
Data Scientist,Leidos,"McLean, VA",9 days ago,10-29-2020,"The Scientist will leverage automation and machine learning to manage data, predict scenarios and make recommendations.
Top Secret/SCI with Polygraph.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRp_XAqAGWojRVasZ8yXdb6czDPTwZqNUN69GnFGRCMYSKLKLS9h0IXs9c2Wbvw3q62g5R9FtQWgw5JTc4ocLE0zYQ6YlIiijfDMzYoLPGABFFtMF-fhXpWTpgYIAtTNpybYfCzc3w__kGvbc4OWzRtl_uuxUPbYb5Qe7HExnYCg_aLK8crBoB0J1mHX-yI7X16wOjb-_MkinkV4_7TIoqEuL7uhTfRoLMHi0fgVq6F_yxYlRBo6Y3jCieeVlp8Sa6womJOfQh3sPZYt73Ey6JqEohVdaev135fdf2HTMazv8wqp8KHdiLlnSR3nlVogBkVBs6pgkRyjCTSFAo9BPekXIkn6utI2Oj9yRyATDcMsKsYUwFP7uhWxoqO5SouIWRIICTe3DODhBNS8RB8XAM0VWNa6dE89Fw-Wj0oeTqW_FYyl-K2qv3Dz6hJMHFFf38Y2wSetaBeKTZEqh79L-xoU=&p=11&fvj=0&vjs=3
"Sr Data Scientist, Zoro",Zoro Tools,"Chicago, IL",2 days ago,10-29-2020,"Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoJL33NvLRwGwjczwiM9kIlSXYA_j3Dq0kOxZnQivRoJ5lvoRLglMJpBVooTPcTNSA9IOIKrpvwKUVFajL_MMYvxAd6fQl4iH1r-KQhQEQifgbUFf_3vKfBHDnAHQzWgLQYA4yGsIAiKMKp7fPYreCAf5PQp7GB4fZ7cMtkoFtWvG8G7guYiRDmMRDWVDCHny0gjEdZ2YxF6110KaoVU32BAFL2tTiDO45NYVFSmHl7tuKMQzr5YasTaCpMV1IqUrVvKvHYZeyjs_2IECf_tgpjegbznezYluStY4SNIcrWYQw046MzNewMh7RrjifnI7LrFZJ5lmoLAN1_9CRzngF_2I4Lb30SmBCyHgo9Xz6jiL0HL_pCJ-nMDeTb8JGTKTrV8mZ3c8eaiSykRtxp9D1q3TFEpK-bLXNXH7CryMlBrxOQbJ5Ak2IewXAHuAGJNflivrJswuv1MwvA_pdwt2nXdKkoWaq5GzB_onBBhkeFNnRiEuYO1yDtSIvF857njbnJzsCaUOYaVxVy6N6An0Onwdn5BKGvHgJ2L6e-R16AADZaVqaSXklOOqihilkvNT8exuW2kPzrDUVy6iegD0LS9F8WJBzC7NlzbKoZ2PR56LzRms0lIO9hmIXUsVIC7w3tdxTW2PlxdpicUE12uXO&p=12&fvj=0&vjs=3
Genomic Data Scientist,"BioStat Solutions, LLC.","Frederick, MD",6 days ago,10-29-2020,"Provide quality control and analysis of a wide spectrum of omics datasets, including DNA-based (e.g. whole genome sequencing, whole exome sequencing, targeted…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AOZUwU-FX0Q4IY5REKjh2f7B_m7vopnz3VAQY03NQpgdJQGeJDzQ8zczg75Pisc9JZ3qgoS15iLkFJ8i9aS4oMzpMU3-eHMmsTUEBbtEWI5aPemfpWltYfik-BJlwAodDoNiktxnTtkLR4i6yeOZ4QUea8x0R7g33Y7ErPa0A9lYqUaSvIJ_ctB8CqNuRqU-CKFaleywtuC72-cRsF3JM8WTQ8-uoJZxQKQbCz-O1dtCPfoCERdc1mL_xBQEIBzit-NWD6j0nz-RQsT0zCcNgEH7KydxSmMo5WOaNGt0Z32QgF4JpPGI--sr89wk3Bi2Zt5lOydR7oCyITWMeMpKEimVED4T8mZAJ4S2yzA6NN4ls1YIjN1QpmTXSqImDzZ-tqHseBRzRCwqzlyc0Jdo1lHl4df1nxeoc2Uw87ZkRuTGRdocdGIAXBiYzgqa2ipx2-mBpKuaahwe2d5FjWWXuu&p=13&fvj=1&vjs=3
Associate Data Scientist,SPECTRUM,"Maryland Heights, MO",8 days ago,10-29-2020,The role is responsible for data collection and aggregation while applying standard data mining practices in order to deliver analytics insights to support all…,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CeXNZYxOzgf11O9-TFJft4I5QLQjKTqoL33Rtx55G7TkVGIeg0V66zAwcITAsotPLw09rMQDts2i9tcO8idaePZxhk69U45iMSVAE5xHyD6Xsx24NW3jU9QNmFM4vZFSSWds2OETB7tVn7XlxSUpcYiWrj4jHWpLwyULapbRBU0bcDVJoJOtVUi5JtFALC-eqaZ-_IUDTuMJ9eISaJapTlWJCd7YgnSh8fERPRGSAOsfHEyfWIokXkxApXH1K5jO6WObLTOBAz085IKtm9YVl5sejAmtAdc1Gjmc0MeTHaxjvK0wg5q9C1_F4hToVubzluyc_M34mBawkV3vVfRdnEiwEP3e2CAYjoDs6JlexaOxl0JKWBUw8Y7EBVnjhNNiv8TzeIBqjk9g==&p=14&fvj=0&vjs=3
Junior Data Scientist,Allstate,"Charlotte, NC",Today,10-29-2020,"This includes: the development and execution of new machine learning predictive modeling algorithms, the coding/development of tools that use machine learning…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BLH0BMQoDn-yw6Urt952hBm1JLFZ7WpBxND2cMIOjOqdmupiC_ZwOjlpaauaQKSropAcgcv9aGv04FrvLEGnctsFhcX-V8mLg7yGVJoE-4sAoN4pZGrsGugkP-hDFktuxtpMR4M_UrmbNFDEnJk0THyykcztlr3m15If42UAAG9ie66PnRSlN2I01tOibbevefYPgOsA4yrtffQowXDNpy0KHTALGhEvdlMYB-UQWxPwg0CSm00g6X8OauiqrozlTxDnZxxoC63IZ_QbI1D21wY8CBCH615B2HwdyhuKAgnpIXkgm_QKdI3r8bYfqc7D68wFF-uqth_Mw6AiqEIjGxcFDkKS9R9dJN7g8pcBpwEYMnNRnQAdtbIfxKeaIjIda0uK2AYMPz6tdGvCy37R_uxu_sMyC5YuZ0H-POZgy8Mq9p-aLBJDgvig9H2hRbw66JquD0gv-eQPdp_uVM2KBpvxRpIXitym0Cv0AWt0HX_sTzLRIxE2yq-jpio087EcDUlCS41-oIaVL1J-jzR7MmlZFcfW5V8ZkXtCOg0jkQpiKE97D7uWFniTECh4zwr4qiuT56UVSJT3XDvqNopEpgftj47gmixg2BzJx4MePvo9EhZ2uDQ64vEPcvKe9bN3Os-Nfb0RcTe-kWrp33EoQiLYpTzAQm-XKAnbYFOY23jmDwYWZjODRPsilbEqH9CEY1VlDJsidIApMs_PcSKKdISDgvGz3QcALOHroykQWkqjeYUjuUmK1ugZBgoOdGqbZTk9PB5WgjQrL2HOAekrTofX60f8Dgqgahr3iY2ia7Mv9OJs1uRtE4b4CaI5hh936MO2PvcR-fwrbhHgSTw49WLpTK7LGxttQ2KapLHIIzFevEC84mrV45iKQ5fNEn003vFZ8g86Z9HFexeRyCzBk7FrDWJN4ZDvWx-CTar-4Q9tL8GG4QVq5z2iSS4l-mwY3vhCYdbz3S4ipCo38DAPNUmcFUQUvZJleUIXDq3LtCPMvVfk0lUTLR0H8Ul--gTdKPAlMfSwMdENz1YxmZ0soS87xhmajPgDrZiHb1Os-TeJHdE4ohj59H&p=15&fvj=0&vjs=3
Junior Data Scientist,Leidos,"Pittsburgh, PA",1 day ago,10-29-2020,"Work individually and on local and geographically dispersed teams with other engineers, scientists, technicians, subject matter experts, faculty members, post…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRnyhDD9XgeBp6fX700neD-NP6IWQyuUC-izvsz7qpEI5BgwcNYv-H8ZnvadbJsllirRWSJ5U4pzUOlfwwGdQLn646QATf-WgD3t1FEzVvoKhECmkePolm8PVUS73fpzCcw0pmJPjAY0Q5FJ4DESsrRK-Gp3TVblH7f882Zgw_5Gj0ZfINdjYm5kvUKFph9G4TRRUQExQa9pzR329QH_KuFSNoBnUJytj5NrR4-PHm4As35YuGHS_V7RqpX7tyso-m3VbvcQsWOArPu615JvezQ_H2EZVNelUx4xPPuq-3iK2xfrUJRjtkHqRohaBe-3Rx6xyTl6Ru8AiFa_bcksgL52QOrF-4T2wCsM-f8WqEtAr8B3Jsl3b21UJ_l0gbxWOwMhGPvzxF-nitD2lFDZlK5KrirJU1gbdxRwGfqDgimeywVBkjT8YBrdDLyipmXrKiGn1vacQJIgq6IKE__BF8tM=&p=16&fvj=0&vjs=3
Data Scientist - Marketing/Advertising Optimization,Blue Orange Digital,"Washington, DC",2 days ago,10-29-2020,This is a USA-based remote position within +/- 2 hours of Eastern Standard Timezones(NYC). Job Description You will be joining a highly talented team of…,"$75,000 - $140,000 a year",https://www.indeed.com/company/Blue-Orange-Digital/jobs/Data-Scientist-be7b4397419e26ca?fccid=520d66e09adbdba5&vjs=3
Lead Data Scientist,Deep Labs,"Boston, MA",2 days ago,10-29-2020,"Location: New York or Remote Position Overview: Deep Labs is seeking an experienced, enthusiastic Lead Data Scientist to help grow the Deep Labs AI team…",,https://www.indeed.com/rc/clk?jk=1def2792db24c516&fccid=df4d25d87e00f676&vjs=3
Senior Data Analyst,"LINKALL Construction Management, Inc.","Pomona, CA",2 days ago,10-29-2020,"Job Requirements · Heavy coding experience (Python, JAVA, C++, Javascript, CSS/HTML, R, VBA etc.) · Experience in database/web technologies such as MySQL,…",,"https://www.indeed.com/company/LINKALL-Construction-Management,-Inc./jobs/Senior-Data-Analyst-c7cef7c99a5d1f1a?fccid=499a64bf2b992fc9&vjs=3"
Principal Data Scientist I,TrueMotion,"Boston, MA",3 days ago,10-29-2020,"At TrueMotion, we're making driving safer and insurance smarter. We offer auto insurers a mobile telematics platform that enables next-generation digital…",,https://www.indeed.com/rc/clk?jk=94cc1d02a03e4435&fccid=983d1ae60b5bc383&vjs=3
Bioinformatics Data Scientist Coop,MIT Lincoln Laboratory,"Lexington, MA",9 days ago,10-29-2020,The Biological and Chemical Technologies Group addresses both current and emerging national security challenges using advanced biological and chemical…,,https://www.indeed.com/rc/clk?jk=d42eb3281b37b7ea&fccid=a015205ad138ca75&vjs=3
"Junior Data Engineer, Machine Learning Infrastructure & Analytics",Institutional Shareholder Services,"Palo Alto, CA",13 days ago,10-29-2020,Overview ISS (Institutional Shareholder Services) is the world’s leading provider of corporate governance and responsible investment solutions. We take pride…,,https://www.indeed.com/rc/clk?jk=90a2ccdea89ee53f&fccid=c15e58c229888ed7&vjs=3
STATISTICIAN (DATA SCIENTIST) (Data Scientist - Interdisciplinary),US Department of the Treasury,"Washington, DC",12 days ago,10-29-2020,Duties Summary The U.S. Department of the Treasury has a distinguished history dating back to the founding of our nation. As the steward of U.S. economic and…,"$52,905 - $93,638 a year",https://www.indeed.com/rc/clk?jk=66a6e1b5fc9d4974&fccid=77d686781c96824e&vjs=3
Machine Learning Intelligent Mobility System Engineer,"Artizen, Inc.","Mountain View, CA",4 days ago,10-29-2020,"* QUALIFICATIONS: * Bachelor's Degree in Computer Science/Electrical Engineering, Math, or related field. * Bachelors with at least 3-4 years of experience;…",$70 - $80 an hour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CHjZI0rxEaiB1JG2poWi2yrwEkIycY8_olU0mpa5qCWSOLXtHBsYGsBJFdmc_8v9zeiBpGCOAxO0Df0d-U66j3A7MsJ2PSKrpx3jq8ZXJZfdzQo3XVrD4K6Zii-sk6iL0i3fmGqGZ-TpBQ3QxCd7AQ_M89VmUnhv8RR2Prb3CHF1hkUZWWzT06MshxMqrWADGo0aVNXXEfdGyb1dhIHZabdt3FFS5g9ojrazUBkCnCerPoGJPOZilxTfNrZPZFhPfYGbN0rbsbedctsqEm4X21sJ2pl26a_uxEOkv3J18wuou0VBCYo8vp2kaKUe-tRf20RGErv3sn6iAkt4N9VfGATQAhZe5Ac0oWduu3nsxMF9ugXYlGPOzP2m9lt6TN4Ma6tJqSxy7gh1yeS1pkbQdVrkk25fLF0HUFcO1bQEO5C7U1xV7w-TytbhmQA_-5CoLd__TElLn4Zk2hMtAGod_44dzDhbRdIkpHPWgnqNVXPR5shR4q1eHAwXU5ZaKKpqs=&p=7&fvj=1&vjs=3
Data Science Specialist,State of Hawaii,Hawaii,7 days ago,10-29-2020,"The position supports the HSEO’s mission through the Resilience, Clean Transportation, and Analytics Branch, which carries out the necessary analytics to…",,https://www.indeed.com/rc/clk?jk=608d4320f83f8aa3&fccid=37967d236eaa13a9&vjs=3
Data Analyst I (Healthcare Analytics),Meridian Michigan,"Detroit, MI",6 days ago,10-29-2020,"Position Purpose: Interpret and analyze data from multiple sources including claims, provider, member, and encounters data. Identify and assess the business…",,https://www.indeed.com/rc/clk?jk=40f3cd72b11e890b&fccid=5ece327da33e0274&vjs=3
Data Scientist,The Department of Psychiatry at Washington Univers...,"St. Louis, MO",2 days ago,10-29-2020,"The Benitez lab seeks a Bioinformatician, Data Scientist or Computational Biologist to join the Parkinson's team research group in the newly created…","$56,000 - $65,000 a year",https://www.indeed.com/company/Washington-University-in-Saint-Louis/jobs/Data-Scientist-79f6ea67b22e826d?fccid=c8cb904e84935787&vjs=3
Citizen Data Scientist,"JPMorgan Chase Bank, N.A.","Chicago, IL",12 days ago,10-29-2020,"The Commercial Banking (CB) team is looking for a seasoned ""fully dedicated"" marketing citizen data scientist to help, support the Digital Marketing Strategy,…",,https://www.indeed.com/rc/clk?jk=928b0f80b7099698&fccid=aaf3b433897ea465&vjs=3
"AI/ML - Sr Data Scientist - Search Insights, Siri Data",Apple,"San Francisco, CA",6 days ago,10-29-2020,"Summary Posted: Oct 23, 2020 Weekly Hours: 40 Role Number:200199325 Do you get excited by driving product impact via measurement and evaluation, for products…",,https://www.indeed.com/rc/clk?jk=64dc9568847ed5f9&fccid=c1099851e9794854&vjs=3
Data Scientist - GC and US Citizen Only,Compugra Systems Inc,"Charlotte, NC",Just posted,10-29-2020,"Job title: Data Scientist Job location: Charlotte, NC, United States Contract GC and US Citizen Only The primary purpose of this role is to provide…",,https://www.indeed.com/company/Compugra-Systems/jobs/Data-Scientist-7fed6dd116ebe9c1?fccid=30174dc4fe91464e&vjs=3
Senior Data Analyst,"The Edge Fitness Clubs, LLC","Orange, CT",10 days ago,10-29-2020,SENIOR DATA ANALYST Summary & Reports to: This position reports to the Director of Financial Planning and Analysis and provides operational and data…,"$70,000 - $85,000 a year",https://www.indeed.com/rc/clk?jk=1231e515f90b478c&fccid=983e59b8190bb7cd&vjs=3
"Product Data Scientist, Business & Revenue Product",Snap Inc.,"Los Angeles, CA",8 days ago,10-29-2020,"Understand patterns in data to identify key product trends and new product opportunities.
Working closely alongside engineering, product management, and…",,https://www.indeed.com/rc/clk?jk=de931cabcd357cfb&fccid=f368300325e8e8bc&vjs=3
Senior Data Scientist,Schneider,"Green Bay, WI",12 days ago,10-29-2020,Prepare written non-technical reports and presentations to managers and key decision makers indicating solution or range of possible alternatives solution pros…,,https://www.indeed.com/rc/clk?jk=b7a67f866256d29f&fccid=e9c03ea5ebfe14ae&vjs=3
Sr. Data Scientist - true[X],Gimbal,"Seattle, WA",5 days ago,10-29-2020,"5+ years of working experience in the areas of machine learning, predictive modeling, and data mining.
Researching and implementing state-of-the-art machine…",,https://www.indeed.com/rc/clk?jk=ab27a70ac2e20c69&fccid=974de8a159a68105&vjs=3
Machine Learning- Principal Data Scientist,TripAdvisor,"Needham, MA",2 days ago,10-29-2020,"You will be working in a fast-paced environment where you’ll collaborate with a multidisciplinary team of smart people including machine learning scientists,…",,https://www.indeed.com/rc/clk?jk=c5bb9aef11fa36a9&fccid=28d541df71b2f171&vjs=3
"Sr. Data Analyst, Comp & Remediation",Comcast,"Philadelphia, PA",1 day ago,10-29-2020,"Extracts, manipulates, visualizes, and analyzes accurate, relevant, timely, and cohesive analytics for identified risk areas.",,https://www.indeed.com/rc/clk?jk=9339639cb500f4dc&fccid=ea25315ee9da22e5&vjs=3
Data Scientist (Government),AT&T,"Collinsville, IL",1 day ago,10-29-2020,"Enhancing data collection procedures to include information that is relevant for building analytic systems.
Demonstrated ability to work with unstructured data.",,https://www.indeed.com/rc/clk?jk=c4046d5cdc54784e&fccid=25b5166547bbf543&vjs=3
"Data Scientist, Data Science & Analytics",CJ Affiliate,"Santa Barbara, CA",7 days ago,10-29-2020,"Develop new data solutions and insights via an end to end process from problem definition, data acquisition, data processing/cleaning, analytics/insights,…",,https://www.indeed.com/rc/clk?jk=b57043c5efe20527&fccid=6d92f77049ca232e&vjs=3
Bioinformatics Data Scientist Coop,MIT Lincoln Laboratory,"Lexington, MA",9 days ago,10-29-2020,Selected candidate will be subject to a pre-employment background investigation and must be able to obtain and maintain a Secret level DoD security clearance.,,https://www.indeed.com/rc/clk?jk=d42eb3281b37b7ea&fccid=a015205ad138ca75&vjs=3
Staff Data Scientist - Interests,Twitter,"San Francisco, CA",6 days ago,10-29-2020,"Experience mentoring junior data scientists and enthusiasm for building out a new data science team.
You will be a key member of the Interests Data Science team…",,https://www.indeed.com/rc/clk?jk=27def8a422833d99&fccid=7a3824693ee1074b&vjs=3
"Data Scientist / Software Engineer, Planner",Waymo,"Mountain View, CA",9 days ago,10-29-2020,"Develop signals to describe the quality of our self driving car's behavior, using a range of techniques including machine learning, statistics, math, and…",,https://www.indeed.com/rc/clk?jk=55a5d877991f852d&fccid=73ceef0a2153d2b8&vjs=3
Senior Data Scientist,Mission Lane,"San Francisco, CA",14 days ago,10-29-2020,"We offer the option of 100% paid health, dental and vision care, a flexible spending account, unlimited PTO, paid holidays, eligibility for our cash incentive…",,https://www.indeed.com/rc/clk?jk=3040f03d5cdfd16c&fccid=0e0f873e6c84a5ec&vjs=3
Jr. Machine Learning Engineers,Enhance IT,"Atlanta, GA",2 days ago,10-29-2020," Ability to translate objectives to a project plan with milestones, and resource/technology requirements, and teach, lead, and manage projects/people/clients…",$35 - $40 an hour,https://www.indeed.com/company/Enhance-IT/jobs/Junior-Machine-Learning-Engineer-836f57b8d50a55d9?fccid=6d3834f9d1c6666b&vjs=3
Data Science Engineer,VTeam Labs,"Minneapolis, MN",6 days ago,10-29-2020,"The Bind Data Science Engineer directs and participates as an active, hands-on member of a team of Data Scientists to design, develop, and implement end-to-end…",$50 - $60 an hour,https://www.indeed.com/company/VTeam-Labs/jobs/Data-Science-Engineer-3da0c472aabf635d?fccid=d4766db77a2c4e49&vjs=3
Data Science Intern,Empower Retirement,"Overland Park, KS",6 days ago,10-29-2020,"Would you like to utilize your data science, economics, or mathematics degree to create experiments with marketing campaigns and building predictive models with…",,https://www.indeed.com/rc/clk?jk=bc7fc2c4755fb7cb&fccid=796b5a2c2fc5984d&vjs=3
The Data Science Analyst,Data Bridge Consultants,Georgia,8 days ago,10-29-2020,"Experience creating data visualizations in Tableau, Looker, or other modern visualization tools.
Design, maintain and interpret core KPIs to identify key trends…",,https://www.indeed.com/rc/clk?jk=9c8ca1f76f4a7228&fccid=eb7bcec5d5284bf2&vjs=3
Principal Data Scientist,Nike,"Beaverton, OR",13 days ago,10-29-2020,Skills/Requirements: 6 months of experience: (1) building machine learning or deep learning algorithms; (2) deploying models into a production environment; (3)…,,https://www.indeed.com/rc/clk?jk=69f6be1a6edc5da6&fccid=2c62e4de04b8f952&vjs=3
Data Scientist/Statistician II - Intel,Celestar Corporation,"Washington, DC",4 days ago,10-29-2020,"Demonstrated proficiency with data visualization tools, i.e. Tableau.
Celestar Corporation offers company paid benefits, including employee health insurance and…",,https://www.indeed.com/rc/clk?jk=bfb02a9b45b63d58&fccid=783ea33155cc05ef&vjs=3
"Sr. Data Scientist, CXS",Aristocrat Technologies,"Las Vegas, NV",6 days ago,10-29-2020,"Excellent organizational skills with the ability to manage multiple priorities.
Carefully check, debug and problem solve issues to ensure you deliver accurate…",,https://www.indeed.com/rc/clk?jk=0b831ee4ae00c868&fccid=19fcd6b7063fbed4&vjs=3
Sr. Data Scientist,XSELL Technologies,"Chicago, IL",1 day ago,10-29-2020,"Creating data visualizations in customer-facing presentation and data storytelling from robust data analysis.
Ability to translate data into actionable business…",,https://www.indeed.com/rc/clk?jk=2f7214e4150a7c81&fccid=21e825c429eeb178&vjs=3
Head of Data Science and Analytics,Remind,California,6 days ago,10-29-2020,"Grow and manage your team of data scientists, analysts and engineers.
You have experience managing, mentoring and developing a team of data scientists, analysts…",,https://www.indeed.com/rc/clk?jk=41083e3eb61d35ce&fccid=a3387de3a47fc0b2&vjs=3
Product Data Scientist,Snapchat,"Los Angeles, CA",12 days ago,10-29-2020,"Build best data analytics practices to drive and influence company data culture.
Able to communicate product insights and experiment results to product teams…",,https://www.indeed.com/rc/clk?jk=becee9c0b77b0c93&fccid=f368300325e8e8bc&vjs=3
Digital Data Scientist,Sanofi,"Swiftwater, PA",13 days ago,10-29-2020,Provide scientific expertise within PRD and Analytical Sciences to support data science / digital transformation initiatives relating to pharmaceutical data…,,https://www.indeed.com/rc/clk?jk=534fbdb5a4716ff5&fccid=5d3ed74ca4598964&vjs=3
Associate Data Scientist,Spectrum,"Maryland Heights, MO",9 days ago,10-29-2020,The role is responsible for data collection and aggregation while applying standard data mining practices in order to deliver analytics insights to support all…,,https://www.indeed.com/rc/clk?jk=fce4e8e04179b433&fccid=c2d1b0769a534b4d&vjs=3
Senior Data & Applied Scientist,Microsoft,"Redmond, WA",1 day ago,10-29-2020,"Partner with PM, engineering, research and other data scientists to formulate data-driven answers to hard business and decision-making problems, applying a wide…",,https://www.indeed.com/rc/clk?jk=a0c8d9754fd3ed50&fccid=734cb5a01ee60f80&vjs=3
Statistical Study Data Tabulation Model Programmer,Merck,"North Wales, PA",13 days ago,10-29-2020,"We review the quality and reliability of clinical studies using deep scientific knowledge, statistical analysis and high-quality data to assist decision making…",,https://www.indeed.com/rc/clk?jk=b24f96afdefe5b84&fccid=c38b7d5e0419a6a7&vjs=3
Cleared Data Scientist,Serry Systems,"Arlington, VA",10 days ago,10-29-2020,"Ability to visualize data with aid of data visualization tools such as Tableau.
Visualize data derived from structuring of unstructured/semi-structured data.",,https://www.indeed.com/rc/clk?jk=f624923f8d016c53&fccid=6f490438898642b2&vjs=3
Staff Scientist (Image Data Analysis) - Center for Cellular Imaging,Washington University in St. Louis,"St. Louis, MO",1 day ago,10-29-2020,"Development of new image processing/analysis algorithms with an emphasis on machine and deep learning approaches.
Base pay commensurate with experience.",,https://www.indeed.com/rc/clk?jk=a1e3b727b3ee6204&fccid=d9d52566d47ab815&vjs=3
"Data Scientist, Mid",Booz Allen Hamilton,"Falls Church, VA",Today,10-29-2020,"Ability to manage diverse data sources, including pre-processing, cleansing, and verifying the integrity of data to develop data marts for data science use…",,https://www.indeed.com/rc/clk?jk=7361f651dde8fb8b&fccid=4e041af1d0af1bc8&vjs=3
