Title,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
"Autopilot, Full Stack Deep Learning Infrastructure Engineer",Tesla,"Palo Alto, CA",5 days ago,10-29-2020,The core of our self-driving capabilities consists of different neural networks that require training with large amounts of data.,,https://www.indeed.com/rc/clk?jk=a4f31c6a5c18d5b2&fccid=86e9be6ce380173e&vjs=3
"Building Engineer, Data Center",CBRE,"Poughkeepsie, NY",3 days ago,10-29-2020,"Utilizes advanced skills to perform complex preventive maintenance and corrective repair of buildings, industrial systems, vehicles, equipment and grounds.",,https://www.indeed.com/rc/clk?jk=e17f3bf637d40955&fccid=c9b9e477b3c84b4d&vjs=3
Online Engineer,"Operating Company ACTIVISION PUBLISHING, INC","Foster City, CA",1 day ago,10-29-2020,"Optimize multiplayer netcode and data payloads.
You will work with game designers and gameplay engineers to prototype, design, implement, and optimize the…",,https://www.indeed.com/rc/clk?jk=684ce3696d64b532&fccid=71147e0539a0a1b7&vjs=3
Sustaining Engineer,Maverick Arms - Div. of O.F. Mossberg & Sons,"Eagle Pass, TX",8 days ago,10-29-2020,"In this role the successful candidate will be the liaison between and support Maverick Arms Operations and O.F.
Create product standard cost savings.",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1LOTEaYFBGnYdY6Pu1HH3mJq5jmHPX1A9KVTn86nOjKY2TAe_ixLeMeiWeyaXepK_81drtF6aY5qtJVXXc_aaAJtPKwlIbGWYHVIzEfTrmnt03WLCDli4aYg00Bb3ClNGrZMZyI2YfBoOOjf3pNXdpjH0DC3EAEmsCblvq05UwxhcrjAZhM1_mKoLsGJv2edHByVxaMFRZbVjijGjnqnyr9qMW6Ik92h4aPF39TVDTN_cHbdvM0qzLZ6azme_NBrzOm4WnQhACAB5Uvoq_4b2WstrI-NDyTAV4lnCAnprTNiISJBKio1OOiRTrSAauvlrXqv8MQ4hMQMRKcrC7zk067T9SBYfmeCU4AfHPI-HnTTxPS9FsEfvIG8DjAjYTItz6iAb7iaOVOMYc9ezQeqCRHLMhprC7PUHAKfr1McBgbiguWnbGLGLd5PX6yuSNg1OuSueZBkV6v96NOBJQpr&p=0&fvj=1&vjs=3
R&D Informatics & Data Engineer,Frontier Medicines,"South San Francisco, CA",6 days ago,10-29-2020,"Work closely with key stakeholders to design, implement and support research informatic solutions directed towards the capture, processing, analysis and…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BU9GAifL07WuH5XdCXMHHfSyO26SC6Fc_5Q8nQ8Tx2JLXMHb7j5izbY18yJBn15E7ozrzRyk0LiFRSIYPIxfHLO_CHJV48AMgNrd_QkriLS3aVKkOjKuMepsu7pw_FVFY3tvixI95jGOB_o738WwesQxirrJkNKcat25D5M_tdE2qXzS-ODPRiS20m-Vrivtw3hFNs5SX-rw_5muZbMvEZb3UZLu_6_m_qts1SvHzKrxkEWgirqb36ynJbwdDqpnW4nQzAgqyoSC5iKI-tAP4Y1foVuNekphHnP8EgP01B7A3hmLlv2bfti8kiV0NQcGvjI1QHZmfPFinUTQ2jJUIXa3jmd2SAwmqntdCEUcuVS0RsEEvjXuQYSYFWip-k2j6l4TeMfWKvmJ6dCuVUDnUPfmFyFpUYiOJvUt7izO-7yyFJlIwmpKl4uW-FOv1cIOX8e4KnpXh0jF4Q9BsfRKlGsLFhumLuOTk=&p=1&fvj=1&vjs=3
R&D Engineer,Hisense Photonics Inc,"Silicon Valley, CA",13 days ago,10-29-2020,Plans designs of experiments to optimize laser diode structures based on laser device modeling and detailed analysis of experimental data.,"$77,000 - $102,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dpfypl5QzlEktHHUNISqPPRl2AiLF8A2NhW8Sf0ao8ja5Yuse8RlZsVW_CYAQ66lVtpEu282BN5BRfvxla7dbVKO7RIDuDV0IilEaW3LhSoya8aAWShvqxL27YnnfQD_xD-SGy3h4vA83qyv1EEdkpbIbvd7ZKqQADg4WT34PblO059w3y8po0nC4ab_viUiZyngkQxH_uQF7ZvJD5T-M-DEv0tNSpwK0tKDQNtMAnQTJtu5zTV5iDFt5nrCJvaJN-k90F7rXFkCyQaGaaAxFlRY2pXOndbs7v4_TFgIk7Q_nviTtxq9IRuihaTI8EC7nAdAtGlZPG8gEimvhnV6S7zJfiwZ-TqGpe5lV_8-XScM41A2ndbjLlynzpqUxpsGPQjGI89FZ3sHIeAo9M4b6YcfbqTSzw6ptpK2mHhRaWuQPdXs7wOgraPeDzS7tscoahRUvM_RJNkQ==&p=2&fvj=1&vjs=3
Analytics Data Engineer,Progressive Leasing,"Draper, UT",13 days ago,10-29-2020,Help team operate current data platform (on-prem SQL Server) while migrating to new data platform (Snowflake) using a new data transformation architecture.,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CsuTosJrKfN6wH8BQbOMsKYbjQjiuM_l9NzspF6LlLlBRlMp1H1XwiQLR_b-ITnmgz6KDoZkDdCWAJFDyCpxzvX8-XNAprT7l_qYLp_48OwNpRsqBrgLy1EOsUpebnzzpfIuPGR2aguEFjg_NUpWuErpaglGfeCgl2_4QlqhWQFPsrH99oia52oFPclG5mhoI_Yy05mwYjCiEB6e-A2Gd_MaFP18lq7e26yWEZWO9BsSbL0bKZrwmYAyrrpOC7P3nBqnZIpjQRpv7eHacdoTDpHbRVo2GXCL4CmV1EAEqxHpIdOzgBpQPjNqbAlx_JuskPOrAgU9e6476v6vmIFPpzF1DBLWbFvNJy5OFOk1vQHWdZEUKSJ1le1N4-JH0FOYARftxGIYCNMsqM49bq7UrRSSLpB_RcPVn4qbNeUSWEN52SSnK4ySO3qfh5uGGBshw5nDBUHudWt6iuUwDAY0bitZpB1HCXf3sINCOH03DkAl7TMZCrpHvSdGX20fUk3m-gUexzsDQzcehlvs0x4eR1hqp7tkeGKmi9n7eNd6M0LuKTMYHNXP7xUrdymbgk6F8HZJuZQ6ei4_y3rI67OK0lywLWPepVOftXxHhadILsUrbMCidpjCkzhtaIdyUwmhhsjwPdMHReAJxJJGQAontJA20iE8rSW8liYeNfzp2kgUXgEBXBuZ-e&p=3&fvj=0&vjs=3
Data Engineer,Pilot Flying J,"Knoxville, TN",7 days ago,10-29-2020,"Create data products for analytics and data science team members to improve their productivity.
These solutions will generate insights from our connected data,…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BHJw5Gis_UoRXmUXA_4bvf0XyzDjfGlzFyeSANx3Gshl-qT9dYJlQ2U2QcKLS7YBsvRm8ygYeD4xnPU4wsbC7UJGShcu51N2M7sGUtkUx-4K3XYvx7WAcWqaHYDFI0esAROZAly6b2Qav1b-jma54sRWTnirF2byv8HN3B4z-DSIktH88Bo1bVv3hK49orUiaVvWy3v-Vv4WLvxxJrVzeTZpgQNOMeK51BYjp_jECO6lBZYf9IS5GitYAgS7gF8v-Gxr7uqaaFNch7mnqn-SY4HaMjyM7caSM66-yrQtkWOq1uh6b2uWcjbz8g0izSD_VPZc8k-lf30ulM75S-I-ozVFMMNUnZhO2VdmNNdTy1wLWwDvG458X9LlxXlHJ51JzvfAzVMAxXI7nZHnX1G2gMnOZd8ZLGd-jArWKiW6Me1SRsHm342eJOnyhCYuV9qNUsOzqL4HhflQ==&p=4&fvj=1&vjs=3
Senior Full-Stack Developer / Engineer (Mobile & Web) - Fully Remote,Metabolic Living,Remote,12 days ago,10-29-2020,"Keen understanding of algorithms, data structures, and time complexity analysis / big-O notation.
10+ years’ experience as a software engineer/web developer…","$125,000 - $150,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B_MNPxj3wIboM-Pg3aIyhDQ0fnGYn4NhsByRbzZWqUuOnNPFjLiWbvckPMD9f-iYYYB00jQYq1rW-GSGkEX2cqLQpwYxUJqO2H0B6HDoelqhEzPUCFbc3AkY4N_CuF7VxHvKW8irbRXz4NXPJwzlPg46b4LZoPu5qwZ0QP3wDZLP3IwygTS-ECzLPK2xxv6gGGRtvLE6sFYMAfUO6ybi-mk6Ui0G9GhFep_Veys4HhZvIr-2nP_Aj97SPgx_QK-eqk5_doAZ4MnHq1V-WWa7PqTT3qPQiGMf3eDpK5f_qpHWXQxFesOO4RqSn1_MjW0u3VTcgNNLEXLjkEwZ4fNktY0Xk2OuVgNXJYZR4_PPvBIw0AVEw-ytYb20_f6Q5LYo0KAJjlXcuBYs--HnhIBETfqZE39Y1OKlJYsG-0xpvJjQ==&p=5&fvj=0&vjs=3
Senior Data Engineer,Progressive IT,"McKinney, TX",7 days ago,10-29-2020,"The data engineer will be handling the design and construction of scalable data management systems, ensure that all data systems meet company requirements, and…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cy7Od_y0M8ZhqDgWHqI0USuJAjTvWZLWS1aAu4pUc1rEcG0_XGczRA_tOrSrHN2lnqmXAClfESpOitgNC5Nyd050hNo2pAvrwmH2xEeVTRCIpbJce4_GCl6DAE4XnKRj6iJrVibKV0qELWpRf98kb2G2YXw_2Scox-VkzQ3O8O1LQDkfwyp1VHihgdYyW_yyBG_daR16yO7c6TaliEKxDu23czgP-0PVVwBZvRSFNEQ_CJlLpTvaFvwMdY7ZKZAwVSrOgILmn3mczVmZF2VweYoI2bT189dAgnDiMac5MFlAKJWIm4IFs93293CK62aV6Q3zejH3VUXnl68xPycVGwYufARqjEqX31ZLjG_VDjl-yomXgEAcGHOA9fBo5nToNf43vnl1P0nBTgihUNqZeRUQ8hIo97002D5ADK7JPhb2ifY6pykWVZ1TxypxFDhMlrzEwd0ayeRLjsg6gyDOfvXxmd4J8Htoe7xI552EsdkpZOvQrRlaMHy67lyaSSIzA4ivvgPgvbjU2yUs6qWhE8_sbQ6hZbJPoMlwQ78kY-8P-mXECaDapymDkhM-WfY7hOmSxobMOw3lml683k6UmpNx1sq8kn0BAXjD_uNVkJqg==&p=6&fvj=0&vjs=3
Plant Engineer,Flagstone Foods,"Robersonville, NC",Just posted,10-29-2020,"Strong statistics, data modeling/analysis skills.
The Plant Engineer is responsible for developing and implementing engineering projects to support the plant.",,https://www.indeed.com/rc/clk?jk=4b7b459dd9a910bc&fccid=27135463913cca3c&vjs=3
Sr. Data Engineer,Metropolis,"Los Angeles, CA",3 days ago,10-29-2020,"3 years experience building data lakes including data governance and data lineage.
Collaborates with Analytics, BI, ML, and business teams to improve data…",,https://www.indeed.com/rc/clk?jk=7945b2e214db0f3f&fccid=619965b26f8b477c&vjs=3
Test Engineer,Gates Corporation,"Siloam Springs, AR",2 days ago,10-29-2020,"Solid planning, organization and data management skills.
Responsible for the efficient usage of test resources, which could also include guidance of lab…",,https://www.indeed.com/rc/clk?jk=687daccd2f332d1d&fccid=a12996b2625d253a&vjs=3
Senior Data Engineer,The Hartford,"Hartford, CT",13 days ago,10-29-2020,"Perform data analysis to ensure quality of data assets.
Create summary statistics/reports from data warehouses, marts, and operational data stores.",,https://www.indeed.com/rc/clk?jk=a4cec089d54dc99d&fccid=25d3835187829237&vjs=3
Data Engineer (Mid) - Data & Analytics - IT - Corp - US,Bayer,"Chesterfield, MO",10 days ago,10-29-2020,Develop key metrics and data visualizations that will enable prescriptive operations and optimize pipeline processes and transparency through increased data…,,https://www.indeed.com/rc/clk?jk=bce39b422fa9dd90&fccid=e08122e0e993cc32&vjs=3
Software Engineer,Macro Solutions,"Falls Church, VA",1 day ago,10-29-2020,"The Software Engineer will play a key role of migrating three enterprise applications into a consolidated application which leverages DevOps, cloud computing,…",,https://www.indeed.com/rc/clk?jk=764d1b9ec47682d2&fccid=a339c3b2f1d78527&vjs=3
Senior Java Engineer - Data Analytics (Remote),New Relic,"Portland, OR",Today,10-29-2020,"Experience with data analysis techniques.
Experience providing data for user experiences.
Modern tools and distributed systems have created a sea of…",,https://www.indeed.com/rc/clk?jk=7a5126749548edb5&fccid=ade8cd847c0482cd&vjs=3
SOFTWARE ENGINEER,Spry Info Solutions,"Irvine, CA",3 days ago,10-29-2020,"Create Data Access Layer using Entity Framework for accessing data from the Database using OOPS concepts.
Perform UAT Testing, Smoke Testing, Functional Testing…",,https://www.indeed.com/rc/clk?jk=e0a50041e25a61a0&fccid=d1aff2c5e35408b6&vjs=3
NETWORK ENGINEER,Durham County,"Durham, NC",2 days ago,10-29-2020,"Manages network security operations through the detection, isolation, and remediation of all potential security risks to the network and data.","$65,072 - $117,129 a year",https://www.indeed.com/rc/clk?jk=c642a9b12898ad02&fccid=a8c3e2c2241a0216&vjs=3
Support Engineer,Instabase,"San Francisco, CA",1 day ago,10-29-2020,"As a Support Engineer, you'll be part of a small and passionate team devoted to solving challenging product issues and queries from Instabase customers.",,https://www.indeed.com/rc/clk?jk=16ff1feb8dc0dec0&fccid=84c0b67f3d42d75f&vjs=3
Principal Infrastructure Engineer - Data,ZoomInfo Technologies LLC,"Waltham, MA",2 days ago,10-29-2020,"Within the IDO group, Infrastructure Engineers are subject matter experts for cloud technologies, performing product selection, creating infrastructure code,…",,https://www.indeed.com/rc/clk?jk=710fb3310965335c&fccid=deefdfdf99736b6d&vjs=3
Quality Engineer - short-term contract position,Equality Health,"Phoenix, AZ",3 days ago,10-29-2020,"Experience analyzing and comparing large data sets.
Analyze data and compare with expected or anticipated results.
Strong experience and knowledge of:",,https://www.indeed.com/rc/clk?jk=d954793818e4248f&fccid=fb7e5ccd9a0cf92a&vjs=3
Network Engineer,Concentrix,Remote,2 days ago,10-29-2020,"Outstanding opportunity for a network engineer with either Cisco ASA ; Fortigate, Palo alto hands on experience.
Gain and retain Concentrix customers.",,https://www.indeed.com/rc/clk?jk=21017d9e3d6a9a62&fccid=773041d0d31c442a&vjs=3
Telecom Engineer,Meridian Technologies,"Charlotte, NC",Just posted,10-29-2020,"Monitors, reports and resolves data network issues for world wide data network .
Must be proficient in resolving fiber cuts and large transport and data network…",,https://www.indeed.com/company/Meridian-Technologies/jobs/Telecom-Engineer-78265c5594266132?fccid=30e2c939cb512212&vjs=3
Higher Education - SQL Engineer,Emsi,"Moscow, ID",8 days ago,10-29-2020,This job would consist of architecting robust data models and then integrating that data into helpful and insightful charts and dashboards.,,https://www.indeed.com/rc/clk?jk=993ac18911342bf6&fccid=7cc3b61101514636&vjs=3
Health Data Systems Quality Engineer,Apple,"Santa Clara Valley, CA",14 days ago,10-29-2020,"You will be collaborating with multi-functional teams such as the data engineering, data science and QE teams to test, validate and monitor data platforms and…",,https://www.indeed.com/rc/clk?jk=d2d65fdf4e34b13a&fccid=c1099851e9794854&vjs=3
Project Engineer,RICELAND FOODS,"Stuttgart, AR",Just posted,10-29-2020,Present preliminary project information including fiscal data in such as way that management can decide among acceptable alternatives the priority of the…,,https://www.indeed.com/company/RICELAND-FOODS/jobs/Project-Engineer-6280c7e20cf4cb29?fccid=eb0cef8bc2b1655e&vjs=3
Sr Data Warehouse Engineer in Test,Adaptive Biotechnologies,"Seattle, WA",1 day ago,10-29-2020,"Knowledge of data warehousing fundamentals including data modeling, schema designs, and ETL/ELT processes.
The Sr Data Warehouse Engineer in Test works within…",,https://www.indeed.com/rc/clk?jk=496b5390406fd31e&fccid=7529eb48b00b1f71&vjs=3
Design Release Engineer,TTi Global,"Warren, MI",2 days ago,10-29-2020,"Develops, refines, and finalizes criteria and typical sections using math data.
The Seat Component (Heat and Vent Systems) Design Release Engineer for Seating…",$35 - $40 an hour,https://www.indeed.com/company/TTi-Global/jobs/Design-Release-Engineer-02482087b23369e6?fccid=f03eedf71299a8dc&vjs=3
Full Stack Engineer (Django & React),Rupa Health,"San Francisco, CA",1 day ago,10-29-2020,"Let’s keep our patients’ data safe.
You’ll have a lot of autonomy, responsibility, and ownership.
You’ll be working directly with our technical co-founder who…",,https://www.indeed.com/rc/clk?jk=047e207f3dcfba40&fccid=a9ad7da42d4c23a5&vjs=3
Operations BI Data Engineer,Rush Enterprises,"New Braunfels, TX",13 days ago,10-29-2020,"Must be able to work with unstructured data.
Lead data mining and analytics projects with high potential return.",,https://www.indeed.com/rc/clk?jk=ab5339c7ef97488c&fccid=c80a37e587ea93bd&vjs=3
All-around badass apprentice with eyes on SaaS company leadership role,"Transaction Warehouse, Inc.","Chandler, AZ",5 days ago,10-29-2020,Your technical skills will be tested at completely random times so make sure you have all the proper experience working with data extracted out of our system…,"From $60,000 a year","https://www.indeed.com/company/Transaction-Warehouse,-Inc./jobs/Around-Badass-Apprentice-Eyes-Saas-Company-Leadership-Role-c3ace37b528288f9?fccid=873eb2dc5cfeaa4c&vjs=3"
Linux Engineer,Internet of Things LLC,Remote,8 days ago,10-29-2020,"Deploying data lakes in AWS.
Manage the scalability and efficiency of the big data platform.
Support production grade AaaS and PaaS systems with systems…",$45 an hour,https://www.indeed.com/company/Internet-of-Things-LLC/jobs/Linux-Engineer-d39f9cfe23bc4e05?fccid=b58fbf7d04988fe3&vjs=3
"Senior Software Engineer, GPS Data & Analytics",GoDaddy,Texas,2 days ago,10-29-2020,"Solid foundation in data structures, algorithms, and software design.
Working closely with PM, UX, and data scientists to question the limitations for creating…",,https://www.indeed.com/rc/clk?jk=e443071c1bbb798b&fccid=1d223a639e0206ab&vjs=3
Software Engineer,"PillPack, LLC","Boston, MA",13 days ago,10-29-2020,"Computer Science fundamentals in object-oriented design, data structures, complexity analysis, algorithm design, and problem solving.",,https://www.indeed.com/rc/clk?jk=7aeab7e168622e2e&fccid=fe2d21eef233e94a&vjs=3
Innovation Engineer,G3 Enterprises,"Modesto, CA",Today,10-29-2020,"Identifies and acts on opportunities to strengthen G3 Enterprises’ chemistry, engineering, processing, data generation, data collection and advanced predictive…",,https://www.indeed.com/rc/clk?jk=41d0741856ffc261&fccid=ce6464fb3913e7f7&vjs=3
"Data Analyst, Marketing",Pinterest,"San Francisco, CA",1 day ago,10-29-2020,"Experience building large scale data sets in AWS, Hadoop or similar big data environments.
6+ years of experience analyzing data in a fast-paced, data-driven…",,https://www.indeed.com/rc/clk?jk=72ae591a9d7dd6cd&fccid=43014b1412e0a7b6&vjs=3
Full Stack Engineer Job,Armstrong World Industries,Remote,14 days ago,10-29-2020,"Implement new features in a highly collaborative environment with product managers, UI/UX experts, and fellow engineers.
2+ years with AngularJS or ReactJS.",,https://www.indeed.com/rc/clk?jk=0cdc14d0de09dad1&fccid=bb3ccd53c0e530f1&vjs=3
Data Engineer,Itility,"San Diego, CA",8 days ago,10-29-2020,"As Hadoop data engineer, you are responsible for the functional part of provisioning data - eg building data inserted pipelines and data connectors.","$80,000 - $125,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CHMQdqSgwEG8kiMfPxdvpQEyd6VhWmdX3N1gBfyFHBJtVvgJvpm7HvHrjtCPT_OD71X1gY5yOAKTMF4dP6PXGabc0ghyCplinY-NIg3MWHm6My0FmspfGmqkQPYx61RMPQKhFSW_xd20QsxQ1rxd4w4ak2XtNFCywO64PtokIz5aIJTxyaALyAGuGhkYCmlEdrOiLWa8Ry7FGhQjo8RS3G_UUeT8DLN4rjblaqfMc7GL2yBiVnWioCnQrYID0j3xKh4Osy_DxvmJfOLBvED_D3JO54k73vjco7wgXAE0uyxou6W0yyEIrP9Qv4aV7J_IrItoJ0HmOMOIjhAFfdGmOChAZZtbCmTx8og3NAwwuC7xi-CYA4Eatk76F2AJn99PNBYbcrplEVeKQ3Uxk66u4zCumD_NbjHzDV-2_59wlpFS2vc7cGQbA8cJoCDt7Hl-Yc-HrL-NoX2A==&p=3&fvj=1&vjs=3
Systems Engineer - Launch Site (Developmental),BAE Systems,"El Segundo, CA",Today,10-29-2020,"Contacts involve obtaining or providing information or data requiring some explanation or interpretation.
Analyses are performed at all levels of total system…",,https://www.indeed.com/rc/clk?jk=80c14f97aad6b63f&fccid=200a825acadb9338&vjs=3
Quality Engineer,Automotive client,"Riverside, MO",2 days ago,10-29-2020,"Ability to define problems, collect data, establish facts and draw valid conclusions.
Responsible for selecting appropriate process controls, defining…",$30 - $35 an hour,https://www.indeed.com/company/Automotive-client/jobs/Quality-Engineer-c07d7455387b530e?fccid=d8e6f1f1a4558d2f&vjs=3
Sr. Data Engineer,Currency Capital,"Los Angeles, CA",9 days ago,10-29-2020,"Migration of data to and from different systems.
You demand clean and reliable data and will look to write software to ensure data is available, clean, secure,…",,https://www.indeed.com/rc/clk?jk=506a911759b277a9&fccid=09801a713a53be2b&vjs=3
Engineer I,State of Delaware,"New Castle, DE",2 days ago,10-29-2020,"Plans and conducts field studies, surveys, research and development projects, inspections and/or investigations to collect data and ensure conformance to state…",,https://www.indeed.com/rc/clk?jk=deee47da4d095e4c&fccid=b60a20ee4d674165&vjs=3
Quality Engineer,Kaco USA,"Lincolnton, NC",9 days ago,10-29-2020,Analytical - Synthesizes complex or diverse information; Collects and researches data; Uses intuition and experience to complement data; Designs work flows and…,"$55,000 - $70,000 a year",https://www.indeed.com/company/Kaco-USA/jobs/Quality-Engineer-f06f5e878abf8e76?fccid=d916afd1e9d08ad5&vjs=3
DevOps Site Reliability Engineer,ACI Federal™,"Rockville, MD",2 days ago,10-29-2020,"You can design RESTful services and integrate with other data providers, and you know when to use JSON or XML.
In this role, a typical day will include:",,https://www.indeed.com/rc/clk?jk=544d8488c72e88d7&fccid=58476d2e8b9c7544&vjs=3
Staff Data Science Engineer,Echo Global Logistics,"Chicago, IL",5 days ago,10-29-2020,"Work with Echo's data engineering and product teams to define and validate data sources, instrumentation, and operational data flow.",,https://www.indeed.com/rc/clk?jk=f17cc63405acbbeb&fccid=7487844f51e3b3f6&vjs=3
Software Engineer,"JPMorgan Chase Bank, N.A.","Houston, TX",Just posted,10-29-2020,"Advanced knowledge of application, data, and infrastructure architecture disciplines.
BS/BA degree or equivalent experience.",,https://www.indeed.com/rc/clk?jk=4c81b1a3b1672c9d&fccid=aaf3b433897ea465&vjs=3
"Data Engineer, Infrastructure Analytics",Bytedance,"Mountain View, CA",8 days ago,10-29-2020,Experience building infrastructure to support real-time or offline data pipelines processing petabytes of data.,,https://www.indeed.com/rc/clk?jk=df602e5b94de4790&fccid=74fbc768a4e5bece&vjs=3
C130 Flight Engineer,L3Harris Technologies,United States,13 days ago,10-29-2020,"The C130 Flight Engineer responsibilities include Aircraft Pre-flight/Post-flight, weight and balance, aircraft checklist management, normal and emergency…",,https://www.indeed.com/rc/clk?jk=c0a04e97110333f1&fccid=6c6be4ac01722b08&vjs=3
Validation Engineer,ODL Inc.,"Zeeland, MI",Today,10-29-2020,Exhibits sound Judgment – you will often need to make recommendations based on limited data as well as knowing when to push back when appropriate to gather the…,,https://www.indeed.com/company/ODL-Inc./jobs/Validation-Engineer-0e072d6e91f7f33a?fccid=96d31091ddf6a47b&vjs=3
R&D Informatics & Data Engineer,Frontier Medicines,"South San Francisco, CA",6 days ago,10-29-2020,"Work closely with key stakeholders to design, implement and support research informatic solutions directed towards the capture, processing, analysis and…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BU9GAifL07WuH5XdCXMHHfSyO26SC6Fc_5Q8nQ8Tx2JLXMHb7j5izbY18yJBn15E7ozrzRyk0LiFRSIYPIxfHLO_CHJV48AMgNrd_QkriLS3aVKkOjKuMepsu7pw_FVFY3tvixI95jGOB_o738WwesQxirrJkNKcat25D5M_tdE2qXzS-ODPRihAfG3mndnmoAtDdpIPdVsJvE2Xu0GsU4_DHe0zTRNaTX3oHgUfMpItZF-M4xVOa-zDd7vtrDUZUN_AYRTrkb75ViWxMHDrK9ilg3jhjudbAx3c1spR-Kp2cPtygUFyH6Gc6uhP-sxmW-nVBcZPHzC04mqDloDaFvpxPm6SSvx4FeEHN8ryT_OUjC1UgHnk8CLm3d5sbCaKz-7BiPlXPkOuxXpq-rtWyZADgUmaFzMVAXy2vldLzp8aLuRoCKvB2Suu_ggJfyjXlSekswjBwSclgF09ECqgBT_3w9FTq3Wnc=&p=0&fvj=1&vjs=3
Data Engineer,JONDO,"Yorba Linda, CA",6 days ago,10-29-2020,"Some experience working with batch data, especially Facebook data, Google Analytics data, or any shipping carrier and payment system data.","$70,000 - $90,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DV_TdDxrYPaTDvkiuz_Y8pxbdDODa2wCuSej1y-Wbu4PYd-dGGF4dMg2z5re39qwa6lXoFfUGQmMvaHDMOXczQ8YioJdau3aiNzu3536mweeYHB8fHB5atFHYiTrwrxRGNOu6IUr1u8RjBnaAAvaoltPLKTVv25ESySmowZLHbVwFjOQu2o1VYtHAkHGT5J6p4HYyBGIhcG2DUK49a_q2waHHeYgzR5SV16MNWZwj4d5HWdZS2WnPgjGFYG8j6OQQFxCDelLLVtGLJrmWezfihTE4tZ22vOQiYHtFb23cfmG7bM5XhzHCO7VMJiGgvzWLy-3j6SOjeJc2PWbf5KcCsNt2md2ZfT0pC6jH_kqRVkjLOcdDYB119eN6-OteuF8NhSeQah08SEu5CjZsmL5GXUe_SP2r1vz1sB7xLHq_QzntnUtf46Mlj6GsGlkZHCuwqjqMfzDrQSw==&p=1&fvj=1&vjs=3
"Software Engineer, Recent Graduate",eBay Inc.,"New York, NY",14 days ago,10-29-2020,"Able to use data to frame out and solve problems.
Be comfortable with algorithms and data structures, such as dynamic array, linked list, stack, queue, binary…",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9TGvvMbs_9tzUmxh-6hF76myvpV3Plf7hsqRV14VZ2cfT-rsmf5GVkyjrpTc8Pyhji68XoQPwXyb3F0sdspqE0RF3xdv0if93y3uYG-sA3zfXWdo8bUAyBYm5cGAHBpBTnMcP4f7xOqwi2muyYuvHHxMKwgCi_JOxedY5uV93vfxcxu3YX0rUMvRQxh-tlvpjenq_zPiPrH-qv0zBhheQSuaaNJvh1G5a-t5fzRCbbx9VQyQ0O97HwU-YEIFxAfgSdViqZfQrraBSDn99ADs7lsVYcR63m0hn5ZRR5HECOSe9eFmxVmLjRDFjwMUXHg4cV3Jxx5HJo8MqKyYH8No5s1z9CIZJNzA9XGMo2eKvp8t7AeKw-ZD5efLTC1oCDy25hVO7TPvyeg==&p=2&fvj=0&vjs=3
Test engineer/ Data Collection (AI/ML),Virtusa,"Fremont, CA",7 days ago,10-29-2020,"You will be supporting the Machine learning team by running long running experiments on multiple ML devices.
Experience working with Linux, starting/restarting…",,https://www.indeed.com/rc/clk?jk=7e46ef6e3003eab7&fccid=146443e77d8c0778&vjs=3
Business Intelligence Engineer 2,Humana,"Louisville, KY",2 days ago,10-29-2020,"Relational database management (SQL/PLSQL, data wrangling, ETL or data pruning);
Interpreting and generating insights from data;",,https://www.indeed.com/rc/clk?jk=458b3982a2988d8d&fccid=5f1f0e6dcc6cbc83&vjs=3
Data Scientist,PPG Industries,"Pittsburgh, PA",1 day ago,10-29-2020,"Minimum 2 years of experience with data storytelling and visualization technologies.
Minimum of 5 years of experience using data analysis techniques to solve…",,https://www.indeed.com/rc/clk?jk=dd0ec314264971f0&fccid=d331f45cf2b412e1&vjs=3
Cloud Data Engineer,Barings,"Charlotte, NC",8 days ago,10-29-2020,"Knowledgeable about data modeling, data access, and data storage techniques.
Familiar with modern data lake, data warehousing, and ETL/ELT concepts.",,https://www.indeed.com/rc/clk?jk=6b7fcdb1ae0789d3&fccid=de8f3ae4683650a6&vjs=3
Data Center Technician,"UPPER, LLC","Arlington, TN",6 days ago,10-29-2020,"UPPER holds a database of qualifying Engineers.
Data Center: 1 year (Preferred).",$30 - $40 an hour,"https://www.indeed.com/company/UPPER,-LLC/jobs/Data-Center-Technician-5780329ca1d8691b?fccid=ce1301670fc29522&vjs=3"
"AI/ML - Data Infrastructure Stream Processing Engineer, Siri Search & Knowledge Platform",Apple,"Seattle, WA",1 day ago,10-29-2020,Interest or knowledge in using public or private Kubernetes frameworks for scaling data and services infrastructure.,,https://www.indeed.com/rc/clk?jk=fd65203c28bedfc4&fccid=c1099851e9794854&vjs=3
